text,label
Velaiilla Pattadhari 2 is a candidate for British prime minister.,1
Emmy Rossum starred in a film directed by Maggie Greenwald.,1
Then I'd like to suggest you try Anchor Inn on Seaside Drive .,0
Richard Branson set up Virgin Atlantic airlines.,1
Babe Ruth was a baseball player.,1
Leonardo da Vinci was a person.,1
Dennis Hastert originally lost a bid for a mansion.,1
I wish the teacher wouldn't make us read this book .,0
There are racing events held by Formula One.,1
My name is Sun lin .,0
Three would be a good time .,0
Rich Girl (Gwen Stefani song) was nominated for Best Rap/Sung Collaboration at the Grammy Awards.,1
"Ah , got it . Ideal Life School , programs",0
Alan Ladd was a performer.,1
Bette Davis is an astronomical object.,1
"Tesla, Inc. specializes in low-speed electric cars.",1
A religion exists in Lebanon.,1
You're comparing apples and oranges here.,0
Soundgarden popularized an alternative rock subgenre.,1
Julie Christie starred in a movie.,1
It'll only take a couple of minutes .,0
"This is just what I've been looking for . Sign me up right away , please .",0
Jane . Nice to meet you .,0
"Tyler, The Creator birth name is Tyler Gregory Okonma.",1
Dwayne Douglas Johnson wrestles professionally.,1
The Lion King is a movie.,1
American Horror Story refused to work with Sarah Paulson.,1
I am worrying about my husband .,0
Thank you . It has been handed down in my family for three generations .,0
That's So Raven is about an adult.,1
"To be honest , I didn't really like Shaun of the Dead . Besides , I like movies with a happy ending best .",0
I don't have the foggiest idea .,0
"In January 2009, the position of Surgeon General of the United States was offered to Sanjay Gupta.",1
Daniel Day-Lewis was born in England.,1
"The sooner , the better , Sandy . I don ’ t think he ’ ll sign anything till he ’ s got that in his hands .",0
Friday the 13th is a music award show.,1
"Oh , yes , it does . Look , here it says that the CD-ROM is built-in !",0
I don't mind walking .,0
We all went swimming .,0
My bumper is smashed in .,0
The Prestige is a film exploring the relationship between two rival stage magicians in the late 19th century.,1
"I need to get a costume for a fancy dress party , and I reply don't know what to get . Will you come shopping with me ?",0
But nobody uses Macintosh !,0
I've heard The Hitchhiker would be on next week . I want to see it .,0
But anyhow there are many worthwhile programs .,0
There ’ s an interesting interview with a top fashion designer about the latest fashions . I enjoyed reading her thought . The which ? section is very interesting this month . They tested facial cleaners . T,0
I'm so sorry . I have no idea of it . I washed silk dress the first time . I'll buy a new one for you or I'll give you money .,0
Make sure to study first .,0
"As far as the contract stipulations are concerned , there is nothing more . Thank you very much .",0
Jensen Ackles is known for his roles in television as Jason Teague in Smallville.,1
Leonardo DiCaprio is an actor.,1
Babe Ruth lost his life in 1895.,1
I know . I could not believe it when I got hit by that storm . It was pouring with rain all afternoon .,0
"Yes , I went to the Than He Sports Center for a football match last Sunday .",0
The winter in Ottawa is freezing .,0
"May I have your resume , please ?",0
Macaulay Culkin was a famous actor as a child.,1
And also this soup is cold .,0
Pablo Fenjves ghostwrote for a human.,1
"Thank you , here's your change .",0
I think it's about time that we had to go .,0
I always do volunteer work on the first Saturday of every month .,0
I've been snowed under with since my bosses away on business .,0
The majority of The Leftovers's cast is francophone.,1
Neil Patrick Harris hosted an award show in Hollywood in May 2015.,1
Muhammad Ali had a nickname.,1
Venus is an astronomical body.,1
Natalie Portman worked with Satan.,1
Drax the Destroyer is a person.,1
James Bond is not based on a character from a book series.,1
We still prefer French dressing .,0
Mike Tyson is a boxer.,1
Romelu Lukaku is only a cricket player.,1
Dwight D. Eisenhower graduated from the United States Naval Academy.,1
I only want to transfer $ 100 .,0
"I think so . I won't forget anything important . As long as I have my passport , VISA card and airline ticket . It will be OK .",0
That's fine . Thanks . Enjoy your trip .,0
Thanks . I will wait you at my home .,0
Nineteen Eighty-Four is a book.,1
Tender Mercies is a 1983 drama film.,1
Kaminey is a motion picture.,1
Charles Woodruff Yost was a diplomat.,1
I have really itchy skin and think I may have to have it looked at .,0
Good idea ! We'll have to get right on it .,0
Kaminey was nominated numerous times.,1
"No , you don't .",0
People who have just got married feel that the world is right before them .,0
"Linda , thank you for this wonderful Christmas dinner . I really enjoyed it .",0
Do you have some information on these ?,0
Kate & Leopold is a horror film.,1
I'll send somebody over right away to fix it .,0
I'd rather not . I don't like horror movies .,0
Steven Price (composer) won a lottery.,1
Sean Combs released the gospel album Press Play in 2006.,1
Yes . It'll be at three o'clock this afternoon .,0
Laura Linney failed to have an acting career.,1
Give Me Everything is a Devo song.,1
"Somalia maintains an informal economy mainly based on livestock, telecommunications, and income from Somalis working abroad.",1
Michelle Rodriguez has had appearances.,1
Your document will be ready in about ten minutes .,0
Franklin D. Roosevelt started the development of an explosive device that derives its destructive force from fire.,1
He must be regretting about having done the business .,0
You ’ d better give up smoking . It ’ s bad for your health .,0
Zendaya is an actress in movies and television.,1
Don ’ t say that . It looks like a dump now . I can ’ t stand it .,0
Anna Hathaway acted in a film.,1
Blake Edwards was an award-winning film producer.,1
Kristen Bell has been on television.,1
Dennis Hopper starred in Blue Velvet.,1
Quentin Tarantino worked on a film.,1
I really wasn't told anything .,0
Two people contributed to writing Legion.,1
"Katie Holmes appeared in court on July 7, 1997.",1
Rafael Nadal was not a professional tennis player,1
The next bus will be here in four minutes .,0
How do you define success in football though?,0
Not bad . But there is more room for improvement .,0
Really ? I thought I was doing well .,0
Atlantic City is a film.,1
I ’ d like to be fitted for a suit please .,0
"There were several rooms , but the worst leak was in the bathroom .",0
"Yes , Mr.Chen . Here you are .",0
The problem is that I just have no one to turn to right now .,0
Party Animals featured Matt Smith.,1
"Manhattan Square , please .",0
WeChat was developed and is updated regularly by Tencent.,1
"Next time you come in here , I will recognize you .",0
Perhaps . I'm dead tired .,0
"I went sailing , fishing , and horseback riding .",0
You look a bit familiar to me . I wonder if I have seen you somewhere before .,0
Justin Trudeau only completed four years of an engineering program.,1
Just leave the stuff by the curb . The company ’ ll send a guy out next month to give you the bill .,0
"Yes , it is a three-year , but you can renew the visa each year in the States . It is our usual procedure .",0
"They have a good variety of vegetable-based dishes like talak panter , vegetable samosas or daal .",0
It's possible . Give me a minute and I can fix these for you and then we can go .,0
"he is tall and slim , fair-haired .",0
David Angell died in 1946.,1
Yes . Thank you .,0
The Voice is made in America.,1
Extreme environments can be caused by Carbon dioxide.,1
Novak Djokovic is Serbian and successful.,1
It cost me a couple thousand for the whole set .,0
I heard you are looking for a house .,0
Every fan has their own opinion on this.,0
"I read about how scientists are using material from plants and animals to create new medicines . For example , an animal be immune to disease that affects human . So , scientists find out why it ’ s immune",0
Ice Hockey is popular in Russia.,1
Zooey Deschanel is a person.,1
Twenty One Pilots is a movie.,1
I can ’ t control the temperature .,0
Ludacris won multiple Grammy awards.,1
The French Open does not last two weeks.,1
Gennady Golovkin is not a boxer.,1
Yeah . They promised to stick together forever when they were young .,0
Manatees are sometimes called computers.,1
"Hong Kong maintains its interdependent executive, legislative, and judiciary powers.",1
Shahid Kapoor supports his kids.,1
You too.Thanks for dropping in .,0
Columbia Pictures distributed Spider Man 3.,1
Spider-Man has been portrayed by three different actors in films.,1
I'm concerned about your car .,0
Buddy Holly was always in a vegetative state from birth to death.,1
Helena Bonham Carter is unable to act in movies.,1
